year,player_id,player_name,team,base_price_lakh,final_price_lakh,role,nationality,status,acquisition_type,source
2014,P0074,Ankit Nagendra Sharma,RR,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2014,P0076,Ankush Bains,RR,,10.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2014,P0085,Apoorv Vijay Wankhade,MI,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2014,P0121,Baba Aparajith,CSK,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2014,P0165,Chama Milind,SRH,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2014,P0268,HS Sharath,DC,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2014,P0321,Jayant Yadav,DC,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2014,P0363,Karanveer Singh,PBKS,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2014,P0436,Manprit Juneja,SRH,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2014,P0462,Milind Kumar,DC,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2014,P0556,Pawan Negi,CSK,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2014,P0557,Pawan Suyal,MI,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2014,P0577,Pravin Tambe,RR,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2014,P0610,Rahul Tewatia,RR,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2014,P0642,Ricky Bhui,SRH,,10.0,Batsman,Overseas,SOLD,auction,kaggle_main
2014,P0656,Ronit More,CSK,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2014,P0690,Sandeep Warrier,RCB,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2014,P0708,Sayan Sekhar Mandal,KKR,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2014,P0738,Shivam Sharma,PBKS,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2014,P0745,Shreyas Gopal,MI,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2014,P0781,Sushant Marathe,MI,,10.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2014,P0795,Tanmay Mishra,RCB,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2014,P0837,Vijay Shankar,CSK,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2014,P0873,Yogesh Takawale,RCB,,10.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2014,P0879,Yuzvendra Singh Chahal,RCB,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0878,Yuvraj Singh,DC,,1600.0,Batsman,Indian,SOLD,auction,kaggle_main
2015,P0223,Dinesh Karthik,RCB,,1050.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2015,P0065,Angelo Mathews,DC,,750.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2015,P0880,Zaheer Khan,DC,,400.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0809,Trent Boult,SRH,,380.0,Bowler,Overseas,SOLD,auction,kaggle_main
2015,P0059,Amit Mishra,DC,,350.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0003,Aaron Finch,MI,,320.0,Batsman,Overseas,SOLD,auction,kaggle_main
2015,P0500,Murali Vijay,PBKS,,300.0,Batsman,Indian,SOLD,auction,kaggle_main
2015,P0195,Darren Sammy,RCB,,280.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2015,P0203,David Wiese,RCB,,280.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2015,P0747,Shreyas Iyer,DC,,260.0,Batsman,Indian,SOLD,auction,kaggle_main
2015,P0348,K C Cariappa,KKR,,240.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0576,Praveen Kumar,SRH,,220.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0372,Kevin Pietersen,SRH,,200.0,Batsman,Overseas,SOLD,auction,kaggle_main
2015,P0263,Gurinder Sandhu,DC,,170.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0239,Eoin Morgan,SRH,,150.0,Batsman,Overseas,SOLD,auction,kaggle_main
2015,P0289,Irfan Pathan,CSK,,150.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0460,Michael Hussey,CSK,,150.0,Batsman,Overseas,SOLD,auction,kaggle_main
2015,P0176,Christopher Morris,RR,,140.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2015,P0323,Jaydev Unadkat,DC,,110.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0631,Ravi Bopara,SRH,,100.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0711,Sean Abbott,RCB,,100.0,Bowler,Overseas,SOLD,auction,kaggle_main
2015,P0230,Domnic Joseph Muthuswamy,DC,,75.0,Bowler,Overseas,SOLD,auction,kaggle_main
2015,P0021,Adam Milne,RCB,,70.0,Bowler,Overseas,SOLD,auction,kaggle_main
2015,P0359,Kane Williamson,SRH,,60.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2015,P0150,Brad Hogg,KKR,,50.0,Bowler,Overseas,SOLD,auction,kaggle_main
2015,P0309,James Neesham,KKR,,50.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2015,P0566,Pragyan Ojha,MI,,50.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0698,Sarfaraz Naushad Khan,RCB,,50.0,Batsman,Indian,SOLD,auction,kaggle_main
2015,P0010,Abhimanyu Mithun,MI,,30.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0027,Aiden Blizzard,MI,,30.0,Batsman,Overseas,SOLD,auction,kaggle_main
2015,P0048,Albie Morkel,DC,,30.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2015,P0346,Juan Theron,RR,,30.0,Bowler,Overseas,SOLD,auction,kaggle_main
2015,P0394,Kyle Abbott,CSK,,30.0,Bowler,Overseas,SOLD,auction,kaggle_main
2015,P0403,Laxmi Ratan Shukla,SRH,,30.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0467,Mitchell McClenaghan,MI,,30.0,Bowler,Overseas,SOLD,auction,kaggle_main
2015,P0528,Nikhil Shankar Naik,PBKS,,30.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2015,P0608,Rahul Sharma,CSK,,30.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0770,Subramaniam Badrinath,RCB,,30.0,Batsman,Indian,SOLD,auction,kaggle_main
2015,P0808,Travis Head,DC,,30.0,Batsman,Overseas,SOLD,auction,kaggle_main
2015,P0024,Aditya Garhwal,KKR,,25.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0442,Marcus Stoinis,DC,,25.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2015,P0063,Andrew Tye,CSK,,20.0,Bowler,Overseas,SOLD,auction,kaggle_main
2015,P0159,C M Gautam,DC,,20.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2015,P0732,Sheldon Jackson,KKR,,15.0,Batsman,Indian,SOLD,auction,kaggle_main
2015,P0046,Akshay Wakhare,MI,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0076,Ankush Bains,CSK,,10.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2015,P0125,Barinder Singh Saran,RR,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0224,Dinesh Salunkhe,RR,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0238,Eklavya Dwivedi,CSK,,10.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2015,P0269,Hanuma Vihari,SRH,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2015,P0271,Hardik Pandya,MI,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0298,J Suchith,MI,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0306,Jalaj Saxena,RCB,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0350,K K Jiyaz,DC,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0377,Kona Srikar Bharat,DC,,10.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2015,P0533,Nitish Rana,MI,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0548,Pardeep Sahu,RR,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0568,Prasanth Padmanabhan,SRH,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0574,Pratyush Singh,CSK,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0671,Sagar Trivedi,RR,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0737,Shishir Bhavane,RCB,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2015,P0756,Siddarth Kaul,SRH,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2015,P0757,Siddhesh Dinesh Lad,MI,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0776,Sumit Narwal,KKR,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0822,Vaibhav Rawal,KKR,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2015,P0872,Yogesh Gowalkar,PBKS,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0725,Shane Watson,RCB,,950.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2016,P0556,Pawan Negi,DC,,850.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0176,Christopher Morris,DC,,700.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2016,P0878,Yuvraj Singh,SRH,,700.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0485,Mohit Sharma,PBKS,,650.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0096,Ashish Nehra,SRH,,550.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0466,Mitchell Marsh,RPS,,480.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2016,P0413,M Ashwin,RPS,,450.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0163,Carlos Brathwaite,DC,,420.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2016,P0208,Deepak Hooda,SRH,,420.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0693,Sanju Samson,DC,,420.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2016,P0366,Karun Nair,DC,,400.0,Batsman,Indian,SOLD,auction,kaggle_main
2016,P0294,Ishant Sharma,RPS,,380.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0341,Jos Buttler,MI,,380.0,Wicket-Keeper,Overseas,SOLD,auction,kaggle_main
2016,P0372,Kevin Pietersen,RPS,,350.0,Batsman,Overseas,SOLD,auction,kaggle_main
2016,P0576,Praveen Kumar,GL,,350.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0518,Nathu Singh,MI,,320.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0803,Tim Southee,MI,,250.0,Bowler,Overseas,SOLD,auction,kaggle_main
2016,P0188,Dale Steyn,GL,,230.0,Bowler,Overseas,SOLD,auction,kaggle_main
2016,P0223,Dinesh Karthik,GL,,230.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2016,P0236,Dwayne Smith,GL,,230.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2016,P0394,Kyle Abbott,PBKS,,210.0,Bowler,Overseas,SOLD,auction,kaggle_main
2016,P0216,Dhawal Kulkarni,GL,,200.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0358,Kane Richardson,RCB,,200.0,Bowler,Overseas,SOLD,auction,kaggle_main
2016,P0382,Krunal Pandya,MI,,200.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0768,Stuart Binny,RCB,,200.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0647,Rishabh Pant,DC,,190.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2016,P0323,Jaydev Unadkat,KKR,,160.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0075,Ankit Singh Rajpoot,KKR,,150.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0376,Kishore Pramod Kamath,MI,,140.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0504,Mustafizur Rahman,SRH,,140.0,Bowler,Overseas,SOLD,auction,kaggle_main
2016,P0337,John Hastings,KKR,,130.0,Bowler,Overseas,SOLD,auction,kaggle_main
2016,P0025,Aditya Tare,SRH,,120.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2016,P0126,Barinder Singh Sran,SRH,,120.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0003,Aaron Finch,GL,,100.0,Batsman,Overseas,SOLD,auction,kaggle_main
2016,P0238,Eklavya Dwivedi,GL,,100.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2016,P0289,Irfan Pathan,RPS,,100.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0799,Thisara Perera,RPS,,100.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2016,P0348,K C Cariappa,PBKS,,80.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0315,Jason Holder,KKR,,70.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2016,P0616,Rajat Bhatia,RPS,,60.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0442,Marcus Stoinis,PBKS,,55.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2016,P0063,Andrew Tye,GL,,50.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2016,P0098,Ashok Dinda,RPS,,50.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0129,Ben Cutting,SRH,,50.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2016,P0684,Samuel Badree,RCB,,50.0,Bowler,Overseas,SOLD,auction,kaggle_main
2016,P0709,Scott Boland,RPS,,50.0,Bowler,Overseas,SOLD,auction,kaggle_main
2016,P0808,Travis Head,RCB,,50.0,Batsman,Overseas,SOLD,auction,kaggle_main
2016,P0291,Ishan Kishan,GL,,35.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2016,P0575,Praveen Dubey,RCB,,35.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0837,Vijay Shankar,SRH,,35.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0010,Abhimanyu Mithun,SRH,,30.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0022,Adam Zampa,RPS,,30.0,Bowler,Overseas,SOLD,auction,kaggle_main
2016,P0183,Colin Munro,KKR,,30.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2016,P0245,Farhaan Behardien,PBKS,,30.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2016,P0333,Joel Paris,DC,,30.0,Bowler,Overseas,SOLD,auction,kaggle_main
2016,P0558,Peter Handscomb,RPS,,30.0,Wicket-Keeper,Overseas,SOLD,auction,kaggle_main
2016,P0659,Rudra Pratap Singh,RPS,,30.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0680,Sam Billings,DC,,30.0,Wicket-Keeper,Overseas,SOLD,auction,kaggle_main
2016,P0295,Ishwar Chandra Pandey,RPS,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0322,Jaydev Shah,GL,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0563,Pradeep Sangwan,GL,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0577,Pravin Tambe,GL,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0614,Rajagopal Sathish,KKR,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0712,Shadab Jakati,GL,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0841,Vikramjeet Malik,RCB,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0039,Akhil Arvind Herwadkar,DC,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0045,Akshay Karnewar,RCB,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0047,Akshdeep Nath,GL,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0059,Amit Mishra,GL,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0074,Ankit Sharma,RPS,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0076,Ankush Bains,RPS,,10.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2016,P0088,Armaan Jaffer,PBKS,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2016,P0121,Baba Aparajith,RPS,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0165,Chama Milind,DC,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0207,Deepak Chahar,RPS,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0209,Deepak Punia,MI,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0288,Iqbal Abdullah,RCB,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0312,Jaskaran Singh,RPS,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0330,Jitesh Sharma,MI,,10.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2016,P0422,Mahipal Lomror,DC,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0423,Manan Ajay Sharma,KKR,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0547,Paras Dogra,GL,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2016,P0548,Pardeep Sahu,PBKS,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0557,Pawan Suyal,DC,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0574,Pratyush Singh,DC,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0666,Sachin Baby,RCB,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2016,P0695,Sarabjit Ladda,GL,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0742,Shivil Kaushik,GL,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2016,P0785,Swapnil Singh,PBKS,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0788,Syed Khaleel Ahmed,DC,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2016,P0804,Tirumalasetti Suman,SRH,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2016,P0814,Umang Sharma,GL,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2016,P0840,Vikas Tokas,RCB,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0135,Benjamin Stokes,RPS,,1450.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2017,P0813,Tymal Mills,RCB,,1200.0,Bowler,Overseas,SOLD,auction,kaggle_main
2017,P0355,Kagiso Rabada,DC,,500.0,Bowler,Overseas,SOLD,auction,kaggle_main
2017,P0809,Trent Boult,KKR,,500.0,Bowler,Overseas,SOLD,auction,kaggle_main
2017,P0552,Pat Cummins,DC,,450.0,Bowler,Overseas,SOLD,auction,kaggle_main
2017,P0177,Chris Woakes,KKR,,420.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2017,P0626,Rashid Khan Arman,SRH,,400.0,Bowler,Overseas,SOLD,auction,kaggle_main
2017,P0515,Nathan Coulter-Nile,KKR,,350.0,Bowler,Overseas,SOLD,auction,kaggle_main
2017,P0362,Karn Sharma,MI,,320.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0790,T Natarajan,PBKS,,300.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0826,Varun Aaron,PBKS,,280.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0479,Mohammed Siraj,SRH,,260.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0065,Angelo Mathews,DC,,200.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2017,P0067,Aniket Choudhary,RCB,,200.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0239,Eoin Morgan,PBKS,,200.0,Batsman,Overseas,SOLD,auction,kaggle_main
2017,P0380,Krishnappa Gowtham,MI,,200.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0465,Mitchell Johnson,MI,,200.0,Bowler,Overseas,SOLD,auction,kaggle_main
2017,P0186,Corey Anderson,DC,,100.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2017,P0189,Daniel Christian,RPS,,100.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2017,P0316,Jason Roy,GL,,100.0,Batsman,Overseas,SOLD,auction,kaggle_main
2017,P0413,M Ashwin,DC,,100.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0556,Pawan Negi,RCB,,100.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0127,Basil Thampi,GL,,85.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0238,Eklavya Dwivedi,SRH,,75.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2017,P0435,Manpreet Gony,GL,,60.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0648,Rishi Dhawan,KKR,,55.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0174,Chris Jordan,SRH,,50.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2017,P0194,Darren Bravo,KKR,,50.0,Batsman,Overseas,SOLD,auction,kaggle_main
2017,P0407,Lockie Ferguson,RPS,,50.0,Bowler,Overseas,SOLD,auction,kaggle_main
2017,P0434,Manoj Tiwary,RPS,,50.0,Batsman,Indian,SOLD,auction,kaggle_main
2017,P0446,Martin Guptill,PBKS,,50.0,Batsman,Overseas,SOLD,auction,kaggle_main
2017,P0448,Matt Henry,PBKS,,50.0,Bowler,Overseas,SOLD,auction,kaggle_main
2017,P0518,Nathu Singh,GL,,50.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0095,Asela Gunarathna,MI,,30.0,Batsman,Overseas,SOLD,auction,kaggle_main
2017,P0134,Ben Laughlin,SRH,,30.0,Bowler,Overseas,SOLD,auction,kaggle_main
2017,P0145,Billy Stanlake,RCB,,30.0,Bowler,Overseas,SOLD,auction,kaggle_main
2017,P0195,Darren Sammy,PBKS,,30.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2017,P0323,Jaydev Unadkat,RPS,,30.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0477,Mohammed Nabi,SRH,,30.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2017,P0498,Munaf Patel,GL,,30.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0524,Nicolas Pooran,MI,,30.0,Wicket-Keeper,Overseas,SOLD,auction,kaggle_main
2017,P0658,Rovman Powell,KKR,,30.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2017,P0705,Saurabh Tiwary,MI,,30.0,Batsman,Indian,SOLD,auction,kaggle_main
2017,P0025,Aditya Tare,DC,,25.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2017,P0610,Rahul Tewatia,PBKS,,25.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0047,Akshdeep Nath,GL,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0072,Ankeet Bawane,DC,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2017,P0171,Chirag Suri,GL,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2017,P0293,Ishank Jaggi,KKR,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2017,P0386,Kulwant Khejroliya,MI,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0463,Milind Tandon,RPS,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0520,Navdeep Saini,DC,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0562,Pratham Singh,GL,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0575,Praveen Dubey,RCB,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0577,Pravin Tambe,SRH,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0599,R Sanjay Yadav,KKR,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0604,Rahul Ajay Tripathi,RPS,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0606,Rahul Chahar,RPS,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0634,Rinku Singh,PBKS,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2017,P0704,Saurabh Kumar,RPS,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0707,Sayan Ghosh,KKR,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0728,Shashank Singh,DC,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0733,Shelley Shaurya,GL,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2017,P0749,Shubam Agrawal,GL,,10.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2017,P0794,Tanmay Agarwal,SRH,,10.0,Batsman,Indian,SOLD,auction,kaggle_main
2017,P0797,Tejas Singh Baroka,GL,,10.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0844,Virat Kohli,RCB,,1700.0,,,RETAINED,retained,retained_espncricinfo
2018,P0417,MS Dhoni,CSK,,1500.0,,,RETAINED,retained,retained_espncricinfo
2018,P0608,Rohit Sharma,MI,,1500.0,,,RETAINED,retained,retained_espncricinfo
2018,P0647,Rishabh Pant,DC,,1500.0,,,RETAINED,retained,retained_espncricinfo
2018,P0202,David Warner,SRH,,1500.0,,,RETAINED,retained,retained_espncricinfo
2018,P0135,Benjamin Stokes,RR,,1250.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0777,Sunil Narine,KKR,,1250.0,,,RETAINED,retained,retained_espncricinfo
2018,P0043,Axar Patel,PBKS,,1250.0,,,RETAINED,retained,retained_espncricinfo
2018,P0767,Steve Smith,RR,,1250.0,,,RETAINED,retained,retained_espncricinfo
2018,P0323,Jaydev Unadkat,RR,,1150.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0354,KL Rahul,PBKS,,1100.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0430,Manish Pandey,SRH,,1100.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0778,Suresh Raina,CSK,,1100.0,,,RETAINED,retained,retained_espncricinfo
2018,P0001,AB de Villiers,RCB,,1100.0,,,RETAINED,retained,retained_espncricinfo
2018,P0271,Hardik Pandya,MI,,1100.0,,,RETAINED,retained,retained_espncricinfo
2018,P0176,Chris Morris,DC,,1100.0,,,RETAINED,retained,retained_espncricinfo
2018,P0175,Chris Lynn,KKR,,960.0,Batsman,Overseas,SOLD,auction,kaggle_main
2018,P0469,Mitchell Starc,KKR,,940.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0257,Glenn Maxwell,DC,,900.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0626,Rashid Khan Arman,SRH,,900.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0382,Krunal Pandya,MI,,880.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0061,Andre Russell,KKR,,850.0,,,RETAINED,retained,retained_espncricinfo
2018,P0143,Bhuvneshwar Kumar,SRH,,850.0,,,RETAINED,retained,retained_espncricinfo
2018,P0693,Sanju Samson,RR,,800.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2018,P0369,Kedar Jadhav,CSK,,780.0,All-Rounder,Indian,SOLD,auction,kaggle_main
