Set No.,2023 Set,First Name,Surname,Country,Association,DOB,Age,Specialism,Batting_Style,Bowling_Style,Test caps,ODI caps,T20 caps,IPL,Previous IPLTeam(s),2022 Team,2022 IPL,C/U/A,Reserve_Price,TEAM,Auction_Price
20,USP2,Shivam,Sharma,India,UPCA,14/11/1995,27,BOWLER,RHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
21,BA3,Reeza,Hendricks,South Africa,F,14/08/1989,33,BATSMAN,RHB,-,0,26,48,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
21,BA3,Christiaan,Jonker,South Africa,F,24/09/1986,36,BATSMAN,RHB,RIGHT ARM Fast Medium,0,2,2,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
21,BA3,Brandon,King,West Indies,F,16/12/1994,28,BATSMAN,RHB,RIGHT ARM Off Spin,0,20,32,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
21,BA3,Chris,Lynn,Australia,F,10/04/1990,32,BATSMAN,RHB,-,0,4,18,42,"DCH, KKR, MI",Do No Play,0,Capped,200,UnSold,0.0
21,BA3,Karun,Nair,India,KSCA,06/12/1991,31,BATSMAN,RHB,RIGHT ARM Off Spin,6,2,0,76,"RCB, DD, KXIP, KKR, RR",RR,3,Capped,50,UnSold,0.0
21,BA3,Pathum,Nissaanka,Sri Lanka,F,18/05/1998,24,BATSMAN,RHB,-,9,17,36,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
21,BA3,Jason,Roy,England,F,21/07/1990,32,BATSMAN,RHB,-,5,110,64,13,"GL, DC, SRH, GT",GT,0,Capped,150,UnSold,0.0
21,BA3,Gurkeerat,Singh,India,PCA,29/06/1990,32,BATSMAN,RHB,RIGHT ARM Off Spin,0,3,0,41,"KXIP, DD, RCB, KKR, GT",GT,0,Capped,50,UnSold,0.0
21,BA3,Harry,Tector,Ireland,F,06/12/1999,23,BATSMAN,RHB,RIGHT ARM Off Spin,0,23,51,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
21,BA3,Najibullah,Zadran,Afghanistan,F,18/02/1993,30,BATSMAN,LHB,RIGHT ARM Off Spin,0,82,86,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
22,AL3,Sean,Abbott,Australia,F,29/02/1992,31,ALL-ROUNDER,RHB,RIGHT ARM Fast,0,7,9,3,"RCB, SRH",SRH,1,Capped,150,UnSold,0.0
22,AL3,Qais,Ahmad,Afghanistan,F,15/08/2000,22,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,1,1,2,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
22,AL3,Charith,Asalanka,Sri Lanka,F,29/06/1997,25,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,3,16,31,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
22,AL3,Michael,Bracewell,New Zealand,F,14/02/1991,32,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,2,12,13,0,Do No Play,Do No Play,0,Capped,100,UnSold,0.0
22,AL3,Dominic,Drakes,West Indies,F,06/02/1998,25,ALL-ROUNDER,LHB,LEFT ARM Fast,0,0,10,0,GT,GT,0,Capped,50,UnSold,0.0
22,AL3,George,Garton,England,F,15/04/1997,25,ALL-ROUNDER,LHB,LEFT ARM Fast,0,0,1,5,RCB,Do No Play,0,Capped,50,UnSold,0.0
22,AL3,Chamika,Karunaratne,Sri Lanka,F,29/05/1996,26,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,1,18,38,0,KKR,KKR,0,Capped,50,UnSold,0.0
22,AL3,Jamie,Overton,England,F,10/04/1994,28,ALL-ROUNDER,RHB,RIGHT ARM Fast,1,0,0,0,Do No Play,Do No Play,0,Capped,200,UnSold,0.0
22,AL3,Sandeep,Warrier,India,TNCA,04/04/1991,32,ALL-ROUNDER,RHB,RIGHT ARM Fast,0,0,1,5,KKR,Do No Play,0,Capped,50,UnSold,0.0
23,FA3,Ben,Dwarshuis,Australia,F,23/06/1994,28,BOWLER,LHB,LEFT ARM Fast,0,0,1,0,"KXIP, DC",Do No Play,0,Capped,50,UnSold,0.0
23,FA3,Richard,Gleeson,England,F,02/12/1987,35,BOWLER,RHB,RIGHT ARM Fast,0,0,6,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
23,FA3,Naveen Ul,Haq,Afghanistan,F,23/09/1999,23,BOWLER,RHB,RIGHT ARM Fast Medium,0,7,22,0,Do No Play,Do No Play,0,Capped,50,LSG,50.0
23,FA3,Lahiru,Kumara,Sri Lanka,F,13/02/1997,26,BOWLER,LHB,RIGHT ARM Fast,24,13,25,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
23,FA3,Joshua,Little,Ireland,F,01/11/1999,23,BOWLER,RHB,LEFT ARM Fast,0,22,53,0,Do No Play,Do No Play,0,Capped,50,GT,440.00000000000006
23,FA3,Dilshan,Madushanka,Sri Lanka,F,18/09/2000,22,BOWLER,LHB,LEFT ARM Fast,0,0,6,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
23,FA3,Mohit,Sharma,India,HCA,18/09/1988,34,BOWLER,RHB,RIGHT ARM Fast Medium,0,26,8,86,"KXIP,CSK,DC",Do No Play,0,Capped,50,GT,50.0
23,FA3,Billy,Stanlake,Australia,F,04/11/1994,28,BOWLER,RHB,RIGHT ARM Fast,0,7,19,6,"RCB, SRH",Do No Play,0,Capped,50,UnSold,0.0
23,FA3,Andrew,Tye,Australia,F,12/12/1986,36,BOWLER,RHB,RIGHT ARM Fast Medium,0,7,32,30,"GL, KXIP, RR, LSG",LSG,3,Capped,100,UnSold,0.0
23,FA3,Luke,Wood,England,F,02/08/1995,27,BOWLER,LHB,LEFT ARM Fast,0,1,2,0,Do No Play,Do No Play,0,Capped,100,UnSold,0.0
24,UBA3,Priyansh,Arya,India,DDCA,18/09/2001,21,BATSMAN,LHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
24,UBA3,Matthew,Breetzke,South Africa,F,03/11/1998,24,BATSMAN,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
24,UBA3,Shivam,Chauhan,India,HCA,14/10/1997,25,BATSMAN,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
24,UBA3,Rahul,Gahlaut,India,SSCB,18/09/1995,27,BATSMAN,LHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
24,UBA3,Sudip,Gharami,India,CAB,21/03/1999,24,BATSMAN,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
24,UBA3,C.,Hari Nishaanth,India,TNCA,16/08/1996,26,BATSMAN,LHB,RIGHT ARM Off Spin,0,0,0,0,CSK,CSK,0,Uncapped,20,UnSold,0.0
24,UBA3,Amandeep,Khare,India,CSCSCA,05/08/1997,25,BATSMAN,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
24,UBA3,Bhanu,Pania,India,BCA,04/09/1996,26,BATSMAN,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
24,UBA3,Ekant,Sen,India,HPCA,21/06/1995,27,BATSMAN,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
24,UBA3,Akash,Singh,India,ARCA,20/12/1995,27,BATSMAN,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
25,UAL3,Himanshu,Bisht,India,CAU,17/11/1996,26,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
25,UAL3,Yudhvir,Charak,India,JKCA,13/09/1997,25,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,MI,Do No Play,0,Uncapped,20,LSG,20.0
25,UAL3,Mickil,Jaiswal,India,HYCA,10/05/1998,24,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
25,UAL3,Shams,Mulani,India,MCA,13/03/1997,26,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,DC,Do No Play,0,Uncapped,20,MI,20.0
25,UAL3,G.Aniketh,Reddy,India,HYCA,28/10/2000,22,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
25,UAL3,Atit,Sheth,India,BCA,03/02/1996,27,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
25,UAL3,M.,Siddharth,India,TNCA,03/07/1998,24,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,0,0,0,0,"KKR, DC",Do No Play,0,Uncapped,20,UnSold,0.0
25,UAL3,Swapnil,Singh,India,CAU,22/01/1991,32,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,0,0,0,5,"MI, KXIP",Do No Play,0,Uncapped,20,LSG,20.0
25,UAL3,Tanay,Thyagarajann,India,HYCA,15/11/1995,27,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
25,UAL3,Sumeet,Verma,India,HPCA,18/11/1990,32,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
25,UAL3,David,Wiese,Namibia,F,18/05/1985,37,ALL-ROUNDER,RHB,RIGHT ARM Medium,0,0,0,15,RCB,Do No Play,0,Associate,100,KKR,100.0
25,UAL3,Sanjay,Yadav,India,TNCA,10/05/1995,27,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,1,"KKR, SRH, MI",MI,1,Uncapped,20,UnSold,0.0
26,UWK3,Ajitesh,Guruswamy,India,TNCA,26/09/2002,20,WICKETKEEPER,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
26,UWK3,Yash,Kothari,India,RCA,06/10/1995,27,WICKETKEEPER,RHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
26,UWK3,Suresh,Kumar,India,TNCA,28/11/1990,32,WICKETKEEPER,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
26,UWK3,Kumar,Kushagra,India,JSCA,23/10/2004,18,WICKETKEEPER,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
26,UWK3,Anmol,Malhotra,India,PCA,29/11/1995,27,WICKETKEEPER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
26,UWK3,Robin,Minz,India,JSCA,13/09/2002,20,WICKETKEEPER,LHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
26,UWK3,Agniv,Pan,India,CAB,01/01/1997,26,WICKETKEEPER,LHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
26,UWK3,Priyesh,Patel,India,GUCA,16/10/2001,21,WICKETKEEPER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
26,UWK3,Mitesh,Patel,India,BCA,15/05/1997,25,WICKETKEEPER,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
26,UWK3,Abishek,Porel,India,CAB,17/10/2002,20,WICKETKEEPER,LHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
26,UWK3,Nitish Kumar,Reddy,India,ACA,26/05/2003,19,WICKETKEEPER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,SRH,20.0
26,UWK3,Bharat,Sharma,India,CAP,15/11/1995,27,WICKETKEEPER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
26,UWK3,Vivek,Singh,India,RSPB,01/11/1993,29,WICKETKEEPER,LHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
26,UWK3,Abhijeet,Tomar,India,RCA,14/03/1995,28,WICKETKEEPER,RHB,RIGHT ARM Off Spin,0,0,0,1,KKR,KKR,1,Uncapped,20,UnSold,0.0
27,UFA3,Basit,Bashir,India,JKCA,05/02/2003,20,BOWLER,LHB,LEFT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
27,UFA3,Nandre,Burger,South Africa,F,11/08/1995,27,BOWLER,LHB,LEFT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
27,UFA3,Rasikh,Dar,India,JKCA,05/04/2000,23,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,3,"MI, KKR",KKR,2,Uncapped,20,UnSold,0.0
27,UFA3,Sakib,Hussain,India,BICA,14/12/2004,18,BOWLER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
27,UFA3,Waseem,Khanday,India,JKCA,20/01/2000,23,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
27,UFA3,Ravi Kiran,Majeti,India,CSCSCA,01/02/1991,32,BOWLER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
27,UFA3,Lukman Hussain,Meriwala,India,BCA,11/12/1991,31,BOWLER,LHB,LEFT ARM Fast Medium,0,0,0,1,DC,Do No Play,0,Uncapped,20,UnSold,0.0
27,UFA3,Anuj,Raj,India,BICA,01/11/2000,22,BOWLER,RHB,LEFT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
27,UFA3,Ankit Singh,Rajpoot,India,UPCA,04/12/1993,29,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,29,"CSK, KKR, KXIP, RR, LSG",LSG,0,Uncapped,20,UnSold,0.0
27,UFA3,Avinash,Singh,India,JKCA,05/07/1998,24,BOWLER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,RCB,60.0
27,UFA3,Prince,Yadav,India,DDCA,12/12/2001,21,BOWLER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
27,UFA3,Prithviraj,Yarra,India,ACA,20/02/1998,25,BOWLER,LHB,LEFT ARM Fast,0,0,0,2,"KKR, SRH",Do No Play,0,Uncapped,20,UnSold,0.0
28,USP3,Mushtaq,Beg,India,OCA,15/07/1998,24,BOWLER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
28,USP3,Rocky,Bhasker,India,TNCA,07/03/1993,30,BOWLER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
28,USP3,Sanjith,Devaraj,India,KSCA,16/09/1997,25,BOWLER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
28,USP3,Raghav,Goyal,India,HCA,20/06/2001,21,BOWLER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,MI,20.0
28,USP3,Allah,Mohammad,Afghanistan,F,15/07/2007,15,BOWLER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
28,USP3,Lalit,Mohan,India,ACA,19/03/1990,33,BOWLER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
28,USP3,Bhuwan,Rohilla,India,HCA,10/10/2001,21,BOWLER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
28,USP3,Aman,Sharma,India,JKCA,03/04/1997,26,BOWLER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
28,USP3,Manav,Suthar,India,RCA,03/08/2002,20,BOWLER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
29,AL4,Tom,Curran,England,F,12/03/1995,28,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,2,28,30,13,"KKR, RR, DC",Do No Play,0,Capped,75,UnSold,0.0
29,AL4,Moises,Henriques,Australia,F,01/02/1987,36,ALL-ROUNDER,RHB,RIGHT ARM Medium,4,16,24,62,"KKR, DD, RCB, SRH, PBKS",Do No Play,0,Capped,100,UnSold,0.0
29,AL4,Afif,Hossain,Bangladesh,F,22/09/1999,23,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,0,19,60,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
29,AL4,Scott,Kuggeleijn,New Zealand,F,03/01/1992,31,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,2,18,2,"CSK, RCB",Do No Play,0,Capped,50,UnSold,0.0
29,AL4,Sisanda,Magala,South Africa,F,07/01/1991,32,ALL-ROUNDER,RHB,RIGHT ARM Fast,0,3,4,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
29,AL4,Craig,Overton,England,F,10/04/1994,28,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,8,7,0,0,Do No Play,Do No Play,0,Capped,200,UnSold,0.0
29,AL4,Darcy,Short,Australia,F,09/08/1990,32,ALL-ROUNDER,LHB,LEFT ARM Slow Unorthodox,0,8,23,7,RR,Do No Play,0,Capped,75,UnSold,0.0
29,AL4,Dhananjaya,Silva,Sri Lanka,F,06/09/1991,31,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,45,60,33,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
29,AL4,Dunith,Wellalage,Sri Lanka,F,09/01/2003,20,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,1,5,0,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
30,FA4,Varun,Aaron,India,BCA,29/10/1989,33,BOWLER,RHB,RIGHT ARM Fast,9,9,0,52,"DD, RCB, KXIP, RR, GT",GT,2,Capped,50,UnSold,0.0
30,FA4,Sheldon,Cottrel,West Indies,F,19/08/1989,33,BOWLER,RHB,LEFT ARM Fast Medium,2,38,42,6,KXIP,Do No Play,0,Capped,50,UnSold,0.0
30,FA4,Nathan,Coulter-Nile,Australia,F,11/10/1987,35,BOWLER,RHB,RIGHT ARM Fast,0,32,28,39,"MI,DD, RCB, KKR, RR",RR,1,Capped,150,UnSold,0.0
30,FA4,Daryn,Dupavillon,South Africa,F,15/07/1994,28,BOWLER,RHB,RIGHT ARM Fast,0,2,0,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
30,FA4,Matt,Henry,New Zealand,F,14/12/1991,31,BOWLER,RHB,RIGHT ARM Fast Medium,17,64,6,2,KXIP,Do No Play,0,Capped,100,UnSold,0.0
30,FA4,Dhawal,Kulkarni,India,MCA,10/12/1988,34,BOWLER,RHB,RIGHT ARM Fast Medium,0,12,2,92,"MI,GL,RR",Do No Play,0,Capped,50,UnSold,0.0
30,FA4,Tymal,Mills,England,F,12/08/1992,30,BOWLER,RHB,LEFT ARM Fast,0,0,13,10,"RCB, MI",MI,5,Capped,200,UnSold,0.0
30,FA4,David,Payne,England,F,15/02/1991,32,BOWLER,RHB,LEFT ARM Fast,0,1,0,0,Do No Play,Do No Play,0,Capped,75,UnSold,0.0
30,FA4,Barinder,Sran,India,PCA,10/12/1992,30,BOWLER,LHB,LEFT ARM Fast Medium,0,6,2,24,"RR, SRH, KXIP, MI",Do No Play,0,Capped,50,UnSold,0.0
30,FA4,Glenton,Stuurman,South Africa,F,10/08/1992,30,BOWLER,RHB,RIGHT ARM Fast,1,0,1,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
31,UBA4,Anirudh,Balachander,India,TNCA,02/09/1994,28,BATSMAN,LHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
31,UBA4,Gourav,Choudhary,India,PCA,28/10/1998,24,BATSMAN,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
31,UBA4,Saurav,Chuahan,India,GUCA,27/05/2000,22,BATSMAN,LHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
31,UBA4,Kumar,Deobrat,India,JSCA,24/10/1992,30,BATSMAN,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
31,UBA4,Chirag,Gandhi,India,GUCA,18/06/1990,32,BATSMAN,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
31,UBA4,Arman,Jaffer,India,MCA,25/10/1998,24,BATSMAN,RHB,RIGHT ARM Off Spin,0,0,0,0,KXIP,Do No Play,0,Uncapped,20,UnSold,0.0
31,UBA4,Madhav,Kaushik,India,UPCA,03/01/1998,25,BATSMAN,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
31,UBA4,Priyank,Panchal,India,GUCA,09/04/1990,33,BATSMAN,RHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
31,UBA4,Ayush,Pandey,India,CSCSCA,19/09/2003,19,BATSMAN,LHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
31,UBA4,Rohan,Patil,India,KSCA,18/08/2001,21,BATSMAN,LHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
31,UBA4,Sanjay,Ramaswamy,India,VCA,01/04/1995,28,BATSMAN,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
31,UBA4,Siddharth,Yadav,India,UPCA,13/08/2003,19,BATSMAN,LHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
32,UAL4,Rehan,Ahmed,England,F,13/08/2004,18,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,40,UnSold,0.0
32,UAL4,Prayas,Barman,India,CAB,25/10/2002,20,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,1,RCB,Do No Play,0,Uncapped,20,UnSold,0.0
32,UAL4,Rahul,Buddhi,India,HYCA,20/09/1997,25,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,0,MI,MI,0,Uncapped,20,UnSold,0.0
32,UAL4,Vaisakh,Chandran,India,KCA,31/05/1996,26,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
32,UAL4,Writtick,Chatterjee,India,CAB,28/09/1992,30,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,PBKS,PBKS,0,Uncapped,20,UnSold,0.0
32,UAL4,Prashant,Chopra,India,HPCA,07/10/1992,30,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,2,RR,Do No Play,0,Uncapped,20,UnSold,0.0
32,UAL4,Harsh,Dubey,India,VCA,23/07/2002,20,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
32,UAL4,Tanush,Kotian,India,MCA,16/10/1998,24,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
32,UAL4,Ninad,Rathva,India,BCA,10/03/1999,24,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
32,UAL4,B.,Surya,India,TNCA,19/09/1996,26,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
32,UAL4,Jordan,Thompson,England,F,09/10/1996,26,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,40,UnSold,0.0
32,UAL4,Shivank,Vashisth,India,DDCA,17/09/1995,27,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,Ankush,Bains,India,HPCA,16/12/1995,27,WICKETKEEPER,RHB,RIGHT ARM Leg Spin,0,0,0,0,"RPSG, DC",Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,Christopher,Benjamin,England,F,29/04/1999,23,WICKETKEEPER,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,Connor,Esterhuizen,South Africa,F,31/05/2001,21,WICKETKEEPER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,Mohd Arslan,Khan,India,UTCA,15/09/1999,23,WICKETKEEPER,LHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,Mamidi,Krishna,India,ACA,17/07/2001,21,WICKETKEEPER,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,Fazil,Makaya,India,JKCA,11/12/1996,26,WICKETKEEPER,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,Akshdeep,Nath,India,UPCA,10/05/1993,29,WICKETKEEPER,RHB,-,0,0,0,14,"GL, KXIP, RCB",Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,Deepak,Punia,India,DDCA,27/09/1993,29,WICKETKEEPER,RHB,RIGHT ARM Fast,0,0,0,0,MI,Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,Kunal,Rathore,India,RCA,09/10/2002,20,WICKETKEEPER,LHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,RR,20.0
33,UWK4,Ateev,Saini,India,JKCA,07/04/1996,27,WICKETKEEPER,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,Bipin,Saurabh,India,BICA,20/11/1999,23,WICKETKEEPER,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,B.R.,Sharath,India,KSCA,28/09/1996,26,WICKETKEEPER,RHB,-,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,Yashovardhan,Singh,India,UPCA,21/08/2002,20,WICKETKEEPER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
33,UWK4,Lakshay,Thareja,India,DDCA,15/09/1997,25,WICKETKEEPER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
